title,platforms,rating,votes,developer,release_date,price,genres,url
Ghost 1.0,['PS4'],4.43,169,UNEPIC GAMES,2019-04-08,3.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/229769
Under the Warehouse PS4 & PS5,"['PS4', 'PS5']",3.38,16,EastAsiaSoft,2023-05-17,2.99,['Adventure'],https://store.playstation.com/en-us/concept/10006905
ACA NEOGEO THE KING OF FIGHTERS 2003,['PS4'],4.52,130,HAMSTER Corporation,2020-12-08,7.99,['Fighting'],https://store.playstation.com/en-us/concept/10003917
AQUA KITTY - Milk Mine Defender DX,['PS4'],4.29,1279,TIKIPOD LTD,2014-11-25,8.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/205861
Wife Quest PS4 & PS5,"['PS4', 'PS5']",4.18,156,EastAsiaSoft,2022-03-16,7.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/10002807
Draw a Stickman: EPIC 2,['PS4'],4.23,129,"Hitcents.com, Inc.",2019-10-16,6.99,"['Action', 'Adventure', 'Casual']",https://store.playstation.com/en-us/concept/229011
Detail Detective,"['PS4', 'PS5']",4.23,26,Gametry sp. z o. o.,2024-04-27,1.99,['Arcade'],https://store.playstation.com/en-us/concept/10010882
The Jumping Taco,"['PS4', 'PS5']",3.97,125,ThiGames,2022-05-20,1.04,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10005312
The World After,['PS4'],3.17,6,Pixel Heart SAS,2024-03-28,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10010169
Art of Balance,['PS4'],4.27,748,Shin'en Multimedia Gmbh,2016-06-03,8.99,"['Casual', 'Puzzle', 'Unique']",https://store.playstation.com/en-us/concept/206160
Leo's Fortune - HD Edition,['PS4'],4.38,1509,1337 & Senri LLC,2015-09-08,6.99,['Adventure'],https://store.playstation.com/en-us/concept/202438
Spy Chameleon,['PS4'],3.85,3296,"Unfinished Pixel, SL",2016-07-21,9.99,"['Action', 'Arcade', 'Puzzle']",https://store.playstation.com/en-us/concept/217292
ZHEROS™‎,['PS4'],3.7,44,RIMLIGHT STUDIOS SRL,2016-11-14,9.99,['Action'],https://store.playstation.com/en-us/concept/221812
Arcade Archives Renegade,['PS4'],4.11,989,HAMSTER Corporation,2015-06-02,7.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/216838
Raging Loop,['PS4'],4.76,134,PQUBE LTD,2019-10-22,29.99,[],https://store.playstation.com/en-us/concept/234266
Kittengumi: The Sakabato's Thief,"['PS4', 'PS5']",3.88,32,Gammera Nest SL,2023-10-13,9.99,"['Adventure', 'Casual']",https://store.playstation.com/en-us/concept/10007658
ACA NEOGEO THE KING OF FIGHTERS '98,['PS4'],4.5,456,HAMSTER Corporation,2018-02-26,7.99,"['Arcade', 'Fighting', 'Fighting']",https://store.playstation.com/en-us/concept/204732
A Tale For Anna,"['PS4', 'PS5']",4.23,22,"TOP HAT STUDIOS, INC.",2023-06-30,10.99,"['Casual', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10007774
Minefields,"['PS4', 'PS5']",4.28,18,Zazenfly Development DOO,2024-05-01,2.99,['Casual'],https://store.playstation.com/en-us/concept/10010723
Sheepo,"['PS4', 'PS5']",4.67,33,"TOP HAT STUDIOS, INC.",2021-10-20,10.99,"['Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/10002441
Arcade Archives GUERRILLA WAR,['PS4'],4.53,36,HAMSTER Corporation,2021-02-27,7.99,['Shooter'],https://store.playstation.com/en-us/concept/233048
Savage Age,['PS4'],3.25,4,indienova,2024-04-10,14.49,['Adventure'],https://store.playstation.com/en-us/concept/10010719
Croc's World,['PS4'],3.52,2241,Sprakelsoft GmbH,2018-11-02,5.99,"['Action', 'Arcade', 'Family']",https://store.playstation.com/en-us/concept/232307
Legions,"['PS4', 'PS5']",3.22,9,Smobile,2023-09-01,4.89,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10009079
Chimp Quest: Spirit Isle,['PS5'],4.5,2,OCEAN MEDIA LLC,2024-04-29,9.99,['Strategy'],https://store.playstation.com/en-us/concept/10010491
Smack,['PS4'],1.0,1,Sabec Limited,2024-05-16,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10010915
Riptide GP: Renegade,['PS4'],4.13,889,Vector Unit Inc.,2016-07-26,9.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/216744
Stroke The Fish,"['PS4', 'PS5']",4.07,57,Game Achievements Ltd,2022-11-07,1.99,['Casual'],https://store.playstation.com/en-us/concept/10006145
Rad Rodgers,['PS4'],3.85,590,Handy Games GmbH,2018-02-21,19.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/227208
ACA NEOGEO SAMURAI SHODOWN II,['PS4'],4.75,319,HAMSTER Corporation,2017-10-11,7.99,"['Arcade', 'Arcade', 'Fighting']",https://store.playstation.com/en-us/concept/228665
Loot Rascals,['PS4'],4.15,47,Hollow Ponds Games Ltd,2017-03-07,9.99,"['Adventure', 'Role Playing Games', 'Adventure']",https://store.playstation.com/en-us/concept/217718
Paranautical Activity,['PS4'],3.3,382,Digerati Distribution,2016-05-31,9.99,"['Action', 'Shooter']",https://store.playstation.com/en-us/concept/209709
One Night Stand PS4 & PS5,"['PS4', 'PS5']",3.9,585,Ratalaika Games SL,2022-02-22,4.99,"['Adventure', 'Adventure', 'Role Playing Games']",https://store.playstation.com/en-us/concept/234039
Aabs Animals,['PS4'],3.45,20,Aabs Inc.,2023-03-19,9.99,['Unique'],https://store.playstation.com/en-us/concept/200030
Asemblance: Oversight,['PS4'],4.03,93,Nilo Studios LLC,2018-05-15,9.99,['Adventure'],https://store.playstation.com/en-us/concept/231818
Escape from Terror City PS4 & PS5,"['PS4', 'PS5']",3.23,13,EastAsiaSoft,2023-09-06,9.99,"['Action', 'Shooter']",https://store.playstation.com/en-us/concept/10003802
IRON CRYPTICLE,['PS4'],4.3,224,TIKIPOD LTD,2017-07-11,9.99,['Shooter'],https://store.playstation.com/en-us/concept/229982
Loco Parentis,['PS4'],2.96,26,Big Way LLC,2023-06-14,9.99,"['Horror', 'Adventure']",https://store.playstation.com/en-us/concept/10008375
SturmFront - The Mutant War: Übel Edition,"['PS4', 'PS5']",4.37,117,RED ART GAMES,2022-11-18,9.99,['Shooter'],https://store.playstation.com/en-us/concept/10002410
Lightfield HYPER Edition,['PS4'],3.97,66,Lost in the Garden GmbH,2017-09-26,14.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/227416
Super Destronaut DX-2 PS4 & PS5,"['PS4', 'PS5']",4.3,146,Ratalaika Games SL,2021-07-02,4.99,['Arcade'],https://store.playstation.com/en-us/concept/10003161
Battle Stations Blockade PS4 & PS5,"['PS4', 'PS5']",3.33,6,EastAsiaSoft,2023-12-06,9.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10008310
Instant Death,"['PS4', 'PS5']",3.67,15,"S.R.L. ""RandomSpin-Games""",2024-03-12,9.99,"['Action', 'Casual']",https://store.playstation.com/en-us/concept/10010415
Steampunk Tower 2,['PS4'],3.69,78,DRAGEUS GAMES S.A.,2020-12-04,9.99,"['Strategy', 'Strategy', 'Strategy']",https://store.playstation.com/en-us/concept/10001175
Freezer Pops PS4 & PS5,"['PS4', 'PS5']",3.59,59,EastAsiaSoft,2022-09-30,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10005654
S.O.N,['PS4'],2.22,299,"RedG Studios, LLC",2019-03-28,9.99,"['Horror', 'Horror']",https://store.playstation.com/en-us/concept/232444
Clockwork Aquario,['PS4'],4.52,64,ININ,2021-12-14,9.99,"['Action', 'Arcade']",https://store.playstation.com/en-us/concept/10002380
Claws & Feathers 3,"['PS4', 'PS5']",4.33,9,ESDigital Games LTD,2024-05-17,5.99,['Puzzle'],https://store.playstation.com/en-us/concept/10010776
Dead Secret,['PS4'],3.74,159,Frame Interactive Studio LLC,2018-04-24,14.99,['Adventure'],https://store.playstation.com/en-us/concept/225083
BROKEN MIND,['PS4'],4.27,30,Tony DE LUCIA,2022-06-21,9.99,"['Action', 'Horror']",https://store.playstation.com/en-us/concept/10004990
Feist,['PS4'],3.92,201,Finji,2016-12-13,9.99,['Action'],https://store.playstation.com/en-us/concept/221906
Final Assault,['PS4'],4.73,185,PHASER LOCK INTERACTIVE,2020-03-31,9.99,"['Action', 'Strategy', 'Strategy']",https://store.playstation.com/en-us/concept/234711
Iron Sea Defenders,['PS4'],3.91,552,8Floor ltd,2017-06-13,6.99,"['Casual', 'Casual', 'Strategy']",https://store.playstation.com/en-us/concept/224855
Koloro,['PS4'],3.5,20,QubicGames S.A.,2020-06-05,9.99,"['Action', 'Puzzle', 'Action']",https://store.playstation.com/en-us/concept/235222
Teslagrad Remastered PS4 & PS5,"['PS4', 'PS5']",4.03,38,Maximum Entertainment,2023-04-19,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10007403
A Boy and His Blob Retro Collection,"['PS4', 'PS5']",4.45,11,"Ziggurat Interactive, Inc.",2023-10-17,9.99,"['Action', 'Puzzle']",https://store.playstation.com/en-us/concept/10004946
America Wild Hunting,['PS4'],1.85,47,Benoit Varasse trading as Pix Arts,2022-10-28,4.99,['Shooter'],https://store.playstation.com/en-us/concept/10006596
Alwa's Awakening,['PS4'],4.21,103,ELDEN PIXELS AB,2019-03-21,9.99,"['Action', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/232405
Feather,['PS4'],4.2,151,SAMURAI PUNK PTY LTD,2020-09-24,9.99,"['Adventure', 'Simulation', 'Casual']",https://store.playstation.com/en-us/concept/234459
Word Web by POWGI PS4 & PS5,"['PS4', 'PS5']",3.91,11,Lightwood Games,2023-09-12,3.99,"['Brain Training', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10007127
Forrader Hero PS4® & PS5®,"['PS4', 'PS5']",4.44,9,Ratalaika Games SL,2024-03-29,4.99,"['Action', 'Arcade', 'Strategy']",https://store.playstation.com/en-us/concept/10009643
Nature Escapes 2 Collector's Edition,['PS5'],1.0,2,OCEAN MEDIA LLC,2023-11-02,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10009575
Nature Escapes Collector's Edition,['PS5'],2.71,7,OCEAN MEDIA LLC,2023-11-02,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10007531
Samurai Aces,['PS4'],4.43,35,"CITY-CONNECTION CO., LTD.",2022-07-27,9.99,['Shooter'],https://store.playstation.com/en-us/concept/10001923
Spot The Difference,['PS4'],3.47,55,Sabec Limited,2020-09-13,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10001403
Unheard – Voices of Crime Edition,['PS4'],4.52,42,505 Games,2023-03-21,9.99,['Unique'],https://store.playstation.com/en-us/concept/10006358
Geometric Sniper Z,"['PS4', 'PS5']",3.46,28,SILESIA GAMES SP. Z O.O.,2024-02-22,2.79,"['Action', 'Shooter', 'Shooter']",https://store.playstation.com/en-us/concept/10009047
Bridge Constructor: The Walking Dead - PS4 & PS5,"['PS4', 'PS5']",3.58,59,Headup Games GmbH & Co. KG,2020-12-15,0.99,['Puzzle'],https://store.playstation.com/en-us/concept/10001080
The Jumping Pumpkin: TURBO,"['PS4', 'PS5']",4.57,28,ThiGames,2022-10-02,2.09,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10006093
bayala - the game,['PS4'],3.26,39,Wild River Games,2019-12-19,9.99,"['Action', 'Adventure', 'Action']",https://store.playstation.com/en-us/concept/234720
Beat Souls PS4 & PS5,"['PS4', 'PS5']",4.18,50,EastAsiaSoft,2022-02-16,9.99,"['Music/Rhythm', 'Party']",https://store.playstation.com/en-us/concept/10003791
Blaster Master Zero 2,['PS4'],4.56,209,"INTI CREATES CO., LTD.",2020-06-29,9.99,['Action'],https://store.playstation.com/en-us/concept/10000673
Catmaze PS4 & PS5,"['PS4', 'PS5']",4.03,39,Ratalaika Games SL,2022-09-09,9.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10005541
STAY,['PS4'],3.62,135,APPNORMALS TEAM SL,2018-09-12,9.99,"['Role Playing Games', 'Puzzle', 'Adventure']",https://store.playstation.com/en-us/concept/231736
ZJ the Ball Special,['PS4'],3.0,2,Breakthrough Gaming LLC,2022-12-18,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10006460
Stroke The Beaver,"['PS4', 'PS5']",4.28,50,Game Achievements Ltd,2023-05-01,1.99,['Casual'],https://store.playstation.com/en-us/concept/10006802
DEADBOLT,['PS4'],4.45,332,"Hopoo Games, LLC",2018-02-20,9.99,[],https://store.playstation.com/en-us/concept/222964
So Much Stuff 2 Collector's Edition,['PS5'],5.0,1,OCEAN MEDIA LLC,2024-03-21,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10010319
Flewfie's Adventure,['PS4'],4.58,19,VALORWARE,2022-06-01,9.99,"['Adventure', 'Shooter']",https://store.playstation.com/en-us/concept/10003995
Rebel Cops,['PS4'],3.98,166,THQ Nordic,2019-09-17,9.99,"['Adventure', 'Strategy', 'Strategy']",https://store.playstation.com/en-us/concept/234343
Demetrios the BIG Cynical Adventure REPLASTERED,"['PS4', 'PS5']",4.17,538,Fabrice Breton trading as COWCAT,2022-03-08,9.99,"['Adventure', 'Unique', 'Adventure']",https://store.playstation.com/en-us/concept/225128
Miko Gakkou Monogatari: Kaede Episode,['PS4'],3.81,132,"Mediascape Co., Ltd.",2017-10-11,9.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/214995
Quest for Infamy PS4 & PS5,"['PS4', 'PS5']",4.75,28,Ratalaika Games SL,2022-03-04,9.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10004270
Siralim,['PS4'],4.27,424,Thylacine Studios LLC,2016-02-09,9.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/204527
Touring Karts,['PS4'],3.76,148,Ivanovich Games SL,2019-12-12,9.99,"['Action', 'Arcade', 'Driving/Racing']",https://store.playstation.com/en-us/concept/232928
Alien Invasion,['PS4'],4.1,10,Sabec Limited,2024-04-11,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10010657
I Love Finding Furbabies Collector's Edition,['PS5'],4.71,7,OCEAN MEDIA LLC,2023-11-20,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10009578
Legends of Talia: Arcadia PS4 & PS5,"['PS4', 'PS5']",3.87,537,Gamuzumi,2021-04-08,2.99,"['Adventure', 'Adventure', 'Adult']",https://store.playstation.com/en-us/concept/10001980
MilitAnt,['PS4'],4.3,196,Xibalba Studios,2016-07-12,9.99,"['Action', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/202824
Professor Rubik's Brain Fitness,['PS4'],3.66,29,Microids,2020-11-24,9.99,['Brain Training'],https://store.playstation.com/en-us/concept/10000891
Save Me Mr. Tako: Definitive Edition,['PS4'],5.0,1,"Limited Run Games, Inc.",2024-05-03,14.99,['Action'],https://store.playstation.com/en-us/concept/10006012
Terra Bomber,['PS4'],4.0,17,FUNBOX MEDIA LIMITED,2020-10-20,9.99,"['Arcade', 'Arcade']",https://store.playstation.com/en-us/concept/10001060
Angry Alligator,['PS4'],2.89,75,Lion Castle B.V.,2021-11-30,9.99,"['Adventure', 'Arcade', 'Simulator']",https://store.playstation.com/en-us/concept/10002036
Dr. Frank's Build a Boyfriend PS4® & PS5®,"['PS4', 'PS5']",4.58,12,Ratalaika Games SL,2024-02-02,4.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10009569
Sir Lovelot,"['PS4', 'PS5']",4.38,84,pixel games SARL-S,2021-03-03,9.99,['Action'],https://store.playstation.com/en-us/concept/10002449
Quiz Thiz Italy: Gold Edition,"['PS4', 'PS5']",4.36,14,ThiGames,2023-03-19,1.74,"['Brain Training', 'Quiz']",https://store.playstation.com/en-us/concept/10006398
Quest of Dungeons,['PS4'],4.16,159,UPFALL STUDIOS,2017-01-17,8.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/217663
Figment,['PS4'],4.38,220,BEDTIME DIGITAL GAMES,2019-05-14,19.99,"['Adventure', 'Action', 'Adventure']",https://store.playstation.com/en-us/concept/233243
Legend of Arcadieu Bundle PS4 & PS5,"['PS4', 'PS5']",4.4,25,Gamuzumi,2022-06-09,7.99,"['Adventure', 'Adult']",https://store.playstation.com/en-us/concept/10005292
Space Race,"['PS4', 'PS5']",4.67,15,Smobile,2023-10-26,4.89,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10009269
Bowling (Story One) (Jane Version) - Project: Summer Ice,['PS4'],3.72,325,Breakthrough Gaming LLC,2021-07-04,0.99,['Sport'],https://store.playstation.com/en-us/concept/10003374
FoxyLand,['PS4'],3.76,600,Ratalaika Games SL,2019-11-26,4.99,[],https://store.playstation.com/en-us/concept/234998
Masternoid,['PS5'],4.19,121,Pixel Magnet O E,2023-06-21,0.0,['Arcade'],https://store.playstation.com/en-us/concept/10008064
Shatter Remastered Deluxe PS4 & PS5,"['PS4', 'PS5']",4.48,44,Sidhe (Prodigy Design Ltd),2022-11-02,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10000753
GNOG,['PS4'],4.5,462,KO-OP MODE INC.,2017-05-02,9.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/217120
Concept Destruction PS4 & PS5,"['PS4', 'PS5']",4.11,379,Ratalaika Games SL,2020-11-12,4.99,"['Arcade', 'Driving/Racing', 'Simulation']",https://store.playstation.com/en-us/concept/10000281
Moonshot Galaxy™,['PS4'],4.17,30,Big Fish Games,2017-05-09,9.99,['Action'],https://store.playstation.com/en-us/concept/227405
Horror Gallery,['PS4'],2.64,14,EpiXR Games UG,2023-10-27,9.99,"['Adventure', 'Horror', 'Horror']",https://store.playstation.com/en-us/concept/10008943
Puyo Puyo Champions,['PS4'],4.25,750,"SEGA of America, Inc.",2019-05-07,1.99,['Puzzle'],https://store.playstation.com/en-us/concept/234060
Loot Hero DX,['PS4'],4.28,210,Ratalaika Games SL,2021-01-15,4.99,"['Action', 'Arcade', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10002206
Maximum Football 2018,['PS4'],3.09,127,Maximum Entertainment,2018-07-31,9.99,['Sport'],https://store.playstation.com/en-us/concept/232379
Robolifter,['PS4'],3.83,6,DESERT WATER GAMES LLC,2024-03-22,4.99,"['Adventure', 'Brain Training', 'Puzzle']",https://store.playstation.com/en-us/concept/10009599
Skulls of the Shogun,['PS4'],3.94,15996,17-BIT,2015-06-02,9.99,['Strategy'],https://store.playstation.com/en-us/concept/204277
EzQuiz,"['PS4', 'PS5']",4.42,12,Zazenfly Development DOO,2024-04-27,2.99,['Quiz'],https://store.playstation.com/en-us/concept/10010501
Break Arts II,['PS4'],4.05,44,PLAYISM,2021-12-02,19.99,['Unique'],https://store.playstation.com/en-us/concept/234314
Faraday Protocol,['PS4'],4.21,24,Deck13 Interactive GmbH,2021-08-12,24.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10003109
Portal of Evil: Stolen Runes,['PS4'],3.57,184,8Floor ltd,2018-01-16,9.99,"['Casual', 'Adventure', 'Casual']",https://store.playstation.com/en-us/concept/227481
Arcade Archives MAT MANIA EXCITING HOUR,['PS4'],4.44,581,HAMSTER Corporation,2015-03-24,7.99,"['Action', 'Arcade', 'Casual']",https://store.playstation.com/en-us/concept/200299
The Samurai Collection (QUByte Classics),['PS4'],4.29,14,QUByte Interactive,2022-11-03,4.99,['Fighting'],https://store.playstation.com/en-us/concept/10005476
Independence Day Run,['PS5'],5.0,1,Smobile,2022-12-16,6.99,"['Casual', 'Arcade']",https://store.playstation.com/en-us/concept/10006373
MX Nitro: Unleashed,['PS4'],4.11,393,Mad Dog Games LLC,2020-02-27,9.99,[],https://store.playstation.com/en-us/concept/225255
Rayland 2 PS4 & PS5,"['PS4', 'PS5']",4.13,31,EastAsiaSoft,2023-09-20,2.99,"['Casual', 'Family']",https://store.playstation.com/en-us/concept/10008042
Kid Ball Adventure PS4 & PS5,"['PS4', 'PS5']",4.35,20,EastAsiaSoft,2022-08-24,4.99,"['Action', 'Puzzle']",https://store.playstation.com/en-us/concept/10005410
The Baseball T,"['PS4', 'PS5']",3.55,55,Webnetic s. r. o.,2022-09-24,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10005931
Kitten Hero PS4® & PS5®,"['PS4', 'PS5']",4.79,19,Ratalaika Games SL,2024-01-12,4.99,"['Action', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10008925
Nature Escapes 3 Collector's Edition,['PS5'],5.0,1,OCEAN MEDIA LLC,2024-03-21,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10010345
Speed Limit,['PS4'],3.86,87,Gamechuck d.o.o.,2021-02-16,9.99,"['Arcade', 'Action', 'Action']",https://store.playstation.com/en-us/concept/10002012
The Tale of Clouds and Wind (QUByte Classics),['PS4'],3.56,32,QUByte Interactive,2022-12-22,4.99,['Fighting'],https://store.playstation.com/en-us/concept/10005497
ZERO GUNNER 2-,['PS4'],3.55,40,"CITY-CONNECTION CO., LTD.",2022-07-13,9.99,['Shooter'],https://store.playstation.com/en-us/concept/10001932
The Jumping Gingerbread,"['PS4', 'PS5']",4.22,54,ThiGames,2022-12-09,1.04,"['Simulation', 'Simulator']",https://store.playstation.com/en-us/concept/10006339
DoraKone PS4™ & PS5™,"['PS4', 'PS5']",4.57,21,Ratalaika Games SL,2023-04-25,4.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10006518
Roll The Cat PS4 & PS5,"['PS4', 'PS5']",4.3,46,Ratalaika Games SL,2022-08-05,4.99,"['Casual', 'Puzzle', 'Puzzle']",https://store.playstation.com/en-us/concept/10005423
Sisters Royale: Five Sisters Under Fire,['PS4'],4.75,28,Chorus Worldwide Games,2020-01-29,13.99,[],https://store.playstation.com/en-us/concept/235167
Aery - Calm Mind 3,['PS4'],1.69,16,EpiXR Games UG,2023-03-31,9.99,"['Family', 'Simulation', 'Casual']",https://store.playstation.com/en-us/concept/10006416
Aery – Heaven & Hell,['PS4'],2.0,4,ULTIMATE GAMES,2023-08-18,9.99,"['Adventure', 'Simulation', 'Casual']",https://store.playstation.com/en-us/concept/10008421
Another World Mahjong Girl PS4 & PS5,"['PS4', 'PS5']",3.78,36,EastAsiaSoft,2024-02-09,9.99,"['Casual', 'Puzzle', 'Adult']",https://store.playstation.com/en-us/concept/10009927
A-Tech Cybernetic VR,['PS4'],3.53,53,XREAL GAMES LTD.,2020-03-27,19.99,"['Action', 'Horror', 'Action']",https://store.playstation.com/en-us/concept/233078
Diorama Dungeoncrawl - Master of the Living Castle PS4 & PS5,"['PS4', 'PS5']",2.89,9,EastAsiaSoft,2023-10-04,9.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/10003805
Euphoria,['PS4'],4.46,13,Whale Rock Games,2024-01-24,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10008792
Jetboard Joust,['PS4'],4.2,20,Freedom! Games,2022-03-10,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10002086
Pool Pro 2022,['PS5'],2.14,7,OCEAN MEDIA LLC,2023-11-07,9.99,['Simulation'],https://store.playstation.com/en-us/concept/10009097
Space Accident,['PS4'],4.43,28,Whale Rock Games,2023-03-06,9.99,['Puzzle'],https://store.playstation.com/en-us/concept/10006130
Trax,['PS4'],2.82,51,Sabec Limited,2019-12-02,9.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/235002
Tux and Fanny,"['PS4', 'PS5']",5.0,9,"Means Interactive, LLC",2023-05-31,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10005826
VIDEOBALL,['PS4'],4.32,215,"Iron Galaxy Studios, LLC",2016-07-12,9.99,"['Action', 'Sport']",https://store.playstation.com/en-us/concept/211523
FLUSTER CLUCK™,['PS4'],3.29,526,LOOT™ Interactive,2014-10-21,9.99,['Shooter'],https://store.playstation.com/en-us/concept/201501
War Theatre 2: Blood of Winter - Max Edition,"['PS4', 'PS5']",3.52,956,Arcade Distillery,2021-04-06,4.99,"['Role Playing Games', 'Strategy']",https://store.playstation.com/en-us/concept/235199
Bones of Halloween PS4 & PS5,"['PS4', 'PS5']",3.97,32,Ratalaika Games SL,2022-10-28,4.99,"['Shooter', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/10006331
Comet Crash™ 2: The Kronkoid Wars,['PS4'],3.79,508,Pelfast,2017-08-08,14.99,['Strategy'],https://store.playstation.com/en-us/concept/216982
Valley of the Dead: MalnaZidos PS4 & PS5,"['PS4', 'PS5']",2.93,43,Gammera Nest SL,2024-04-19,9.99,"['Adventure', 'Action']",https://store.playstation.com/en-us/concept/10000269
Guns'n'Stories: Bulletproof VR,['PS4'],3.79,161,MIROWIN LLC,2018-12-07,9.99,"['Action', 'Adventure', 'Shooter']",https://store.playstation.com/en-us/concept/232393
Jewel Match Solitaire: Winterscapes 2 Collector's Edition,['PS5'],4.5,6,OCEAN MEDIA LLC,2024-03-21,9.99,['Casual'],https://store.playstation.com/en-us/concept/10010452
Redout: Space Assault,['PS4'],3.74,66,34BigThings srl,2021-01-22,9.99,"['Shooter', 'Arcade']",https://store.playstation.com/en-us/concept/233043
Tumble VR,['PS4'],4.31,1681,Sony Interactive Entertainment,2016-10-10,9.99,"['Puzzle', 'Simulation']",https://store.playstation.com/en-us/concept/220118
sCATch 2: The Painter Cat,['PS5'],5.0,1,Colossus Game Studio LTDA.,2024-05-24,4.99,['Puzzle'],https://store.playstation.com/en-us/concept/10010490
Aery - Little Bird Adventure,['PS4'],2.97,29,EpiXR Games UG,2021-01-28,9.99,"['Adventure', 'Simulation']",https://store.playstation.com/en-us/concept/10001986
Dadish,['PS4'],4.24,21,Thomas Young,2021-09-27,9.99,['Action'],https://store.playstation.com/en-us/concept/10003443
Dadish 3,['PS4'],4.22,9,Thomas Young,2022-06-15,9.99,['Action'],https://store.playstation.com/en-us/concept/10005210
Loading Human: Chapter 1,['PS4'],3.5,307,Maximum Entertainment,2016-10-13,9.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/225699
STRIKERS 1945 III,['PS4'],4.19,43,"CITY-CONNECTION CO., LTD.",2022-07-13,9.99,['Shooter'],https://store.playstation.com/en-us/concept/10001929
Wraith (VR),['PS4'],2.33,198,SINN STUDIO INC.,2018-05-29,4.99,"['Horror', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/231179
Demon Skin,['PS4'],3.62,26,ESDigital Games LTD,2023-05-05,9.99,"['Fighting', 'Action', 'Action']",https://store.playstation.com/en-us/concept/10002636
Beat Blaster,['PS4'],3.26,50,Ivanovich Games SL,2019-04-05,9.99,[],https://store.playstation.com/en-us/concept/233785
Arcade Islands: Volume One,['PS4'],4.11,27,Mastiff LLC,2018-09-04,9.99,['Unique'],https://store.playstation.com/en-us/concept/232039
Neko Secret Homecoming Light PS4 & PS5,"['PS4', 'PS5']",3.2,40,EastAsiaSoft,2023-06-23,9.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10007624
Bai Qu: Hundreds of Melodies PS4 & PS5,"['PS4', 'PS5']",4.27,55,Ratalaika Games SL,2021-07-09,9.99,"['Adventure', 'Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10003106
Mind Labyrinth VR Dreams,['PS4'],3.29,249,My World srls,2018-10-23,19.99,"['Family', 'Adventure', 'Music/Rhythm']",https://store.playstation.com/en-us/concept/231431
Ninja Senki DX,['PS4'],3.33,1871,Tribute Games Inc.,2016-02-23,4.99,[],https://store.playstation.com/en-us/concept/216587
