title,platforms,rating,votes,developer,release_date,price,genres,url
Round Invaders,"['PS4', 'PS5']",3.76,45,Acyntha,2022-08-22,2.99,['Arcade'],https://store.playstation.com/en-us/concept/10005658
Circus Pocus,['PS4'],4.13,23,ESDigital Games LTD,2021-12-17,4.99,['Adventure'],https://store.playstation.com/en-us/concept/10004316
Dirt Journey,"['PS4', 'PS5']",3.11,62,Klovako s. r. o.,2022-09-23,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10006062
Tinhead (QUByte Classics),['PS4'],4.1,10,QUByte Interactive,2022-10-13,4.49,['Adventure'],https://store.playstation.com/en-us/concept/10005477
Pato Box,['PS4'],3.8,80,Desarrollo Bromio S.C.,2018-08-28,14.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/232541
Table Letters,"['PS4', 'PS5']",4.21,14,Webnetic s. r. o.,2024-01-24,1.99,['Brain Training'],https://store.playstation.com/en-us/concept/10009769
Neverlast,['PS4'],2.16,37,Sabec Limited,2020-03-17,1.99,"['Adventure', 'Shooter', 'Fighting']",https://store.playstation.com/en-us/concept/10000384
The Rex T,"['PS4', 'PS5']",3.05,74,Webnetic s. r. o.,2022-12-07,1.49,['Unique'],https://store.playstation.com/en-us/concept/10006405
3D Table Soccer Foosball,['PS4'],3.05,19,Benoit Varasse trading as Pix Arts,2023-03-17,4.99,['Sport'],https://store.playstation.com/en-us/concept/10008049
Cazzarion: Ghost Frenzy,['PS5'],4.17,12,Armin Unold,2024-03-21,1.99,['Casual'],https://store.playstation.com/en-us/concept/10010597
Stunt Kite Masters VR,['PS4'],3.42,62,www.handy-games.com GmbH,2017-10-25,2.99,"['Simulation', 'Sport', 'Unique']",https://store.playstation.com/en-us/concept/228848
Weben Blocks,"['PS4', 'PS5']",4.12,57,Webnetic s. r. o.,2022-06-19,1.49,['Puzzle'],https://store.playstation.com/en-us/concept/10005359
Boom Jump,"['PS4', 'PS5']",2.54,28,Webnetic s. r. o.,2024-03-20,1.99,['Quiz'],https://store.playstation.com/en-us/concept/10006947
Bilmo,"['PS4', 'PS5']",3.18,34,Zakym s. r. o.,2022-12-10,1.99,['Simulation'],https://store.playstation.com/en-us/concept/10006537
Math Fun,['PS4'],2.63,70,YASH FUTURE TECH SOLUTIONS PVT LTD,2023-03-27,0.0,"['Educational', 'Puzzle']",https://store.playstation.com/en-us/concept/10007737
KUUKIYOMI 3: Consider It More and More!! - Father to Son,['PS4'],4.36,36,G-MODE CORPORATION,2021-09-03,4.99,['Party'],https://store.playstation.com/en-us/concept/10003276
Dead Station,['PS4'],3.93,14,CHILIDOG INTERACTIVE LLC,2022-11-23,4.99,['Action'],https://store.playstation.com/en-us/concept/10006399
Worbital,['PS4'],4.62,45,TJR Games Ltd,2019-10-18,12.99,"['Unique', 'Strategy', 'Strategy']",https://store.playstation.com/en-us/concept/232316
Exile's End,['PS4'],3.42,173,Marvelous USA (XSEED),2016-10-25,9.99,['Action'],https://store.playstation.com/en-us/concept/221701
Wire Lips,['PS4'],4.16,75,"S.R.L. ""RandomSpin-Games""",2023-09-15,2.99,"['Adventure', 'Horror']",https://store.playstation.com/en-us/concept/10009243
Taco Fun,"['PS4', 'PS5']",3.73,15,Smobile,2022-08-12,2.99,"['Casual', 'Arcade']",https://store.playstation.com/en-us/concept/10005506
Let Them Come,['PS4'],4.09,229,"VERSUS EVIL, LLC.",2017-12-05,7.99,"['Action', 'Casual', 'Shooter']",https://store.playstation.com/en-us/concept/227418
Easy Dice for RPG/Tabletop,['PS4'],3.24,17,SOURCE BYTE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2024-03-31,0.99,"['Unique', 'Party']",https://store.playstation.com/en-us/concept/10010411
Devoured by Darkness,['PS4'],4.8,10,ESDigital Games LTD,2022-09-14,5.99,['Adventure'],https://store.playstation.com/en-us/concept/10005713
Croc's World Run,['PS4'],3.46,1287,Sprakelsoft GmbH,2019-02-28,6.99,"['Action', 'Adventure', 'Arcade']",https://store.playstation.com/en-us/concept/233466
Dragon Pinball,"['PS4', 'PS5']",3.48,23,"SUPER POWERUP GAMES, SOCIEDAD LIMITADA",2022-02-25,2.99,['Arcade'],https://store.playstation.com/en-us/concept/10004347
Pinstripe,['PS4'],4.47,218,Armor Games Inc.,2018-02-13,14.99,"['Adventure', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/229810
Elves Jigsaw Puzzle Collection PS4™ & PS5™,"['PS4', 'PS5']",3.72,75,Gamuzumi,2022-12-16,2.99,"['Puzzle', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10006896
Milanoir,['PS4'],3.55,125,Good Shepherd Entertainment,2018-05-31,12.99,['Role Playing Games'],https://store.playstation.com/en-us/concept/231794
Antigravity Racing,"['PS4', 'PS5']",3.73,11,Kistler Studios,2023-03-08,2.54,['Driving/Racing'],https://store.playstation.com/en-us/concept/10007920
NOBUNAGA'S AMBITION: Taishi,['PS4'],3.48,915,KOEI TECMO America,2018-07-03,59.99,['Strategy'],https://store.playstation.com/en-us/concept/225235
Space Moth Lunar Edition,['PS4'],4.44,41,Chorus Worldwide Games,2021-11-18,7.99,"['Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10003476
Word Quest,"['PS4', 'PS5']",3.51,49,Gametry sp. z o. o.,2024-01-19,1.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009789
Cave Bad,"['PS4', 'PS5']",3.98,59,EastAsiaSoft,2021-11-05,4.99,"['Adventure', 'Action', 'Arcade']",https://store.playstation.com/en-us/concept/10002287
Behind Closed Doors: A Developer's Tale,"['PS4', 'PS5']",3.14,14,Evgeniy Kolpakov t/a Sometimes You,2022-05-18,1.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10004198
TWO FACED,['PS4'],3.29,7,Xitilon,2024-05-04,2.99,['Arcade'],https://store.playstation.com/en-us/concept/10006158
Ultracore,['PS4'],4.22,79,SOFTDISTRIBUTION GMBH (DBA STRICTLY LIMITED GAMES),2020-06-23,9.99,"['Action', 'Arcade', 'Action']",https://store.playstation.com/en-us/concept/234212
Cario,"['PS4', 'PS5']",4.06,86,Zakym s. r. o.,2022-10-11,1.99,['Simulation'],https://store.playstation.com/en-us/concept/10006456
Legal Dungeon,['PS4'],3.94,18,PLAYISM,2022-04-05,9.99,['Adventure'],https://store.playstation.com/en-us/concept/10002971
Dojoran PS4 & PS5,"['PS4', 'PS5']",3.71,49,Ratalaika Games SL,2021-09-17,4.99,"['Action', 'Casual', 'Action']",https://store.playstation.com/en-us/concept/10003616
Hillbilly Doomsday,['PS4'],4.03,37,Evgeniy Kolpakov t/a Sometimes You,2022-06-29,2.49,"['Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10004422
Pool,['PS4'],1.73,161,Sabec Limited,2020-09-24,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10001341
Monster Truck Journey,"['PS4', 'PS5']",3.11,46,Klovako s. r. o.,2022-11-29,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10006491
Cosmic Top Secret,['PS4'],3.96,23,Nakana sp. z o.o.,2021-05-21,9.99,"['Unique', 'Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10002760
D LASER,['PS4'],3.21,85,Xitilon,2023-10-16,2.99,['Arcade'],https://store.playstation.com/en-us/concept/10005866
Dodge the Ball,"['PS4', 'PS5']",4.22,32,Webnetic s. r. o.,2023-02-04,1.49,['Unique'],https://store.playstation.com/en-us/concept/10006748
Touhou Double Focus,['PS4'],4.39,321,NIS America Inc.,2017-03-21,9.99,[],https://store.playstation.com/en-us/concept/227244
Ski game,['PS4'],4.29,17,Xitilon,2024-04-02,2.99,['Arcade'],https://store.playstation.com/en-us/concept/10010708
No Heroes Allowed!,"['PS4', 'PS5']",4.23,212,Sony Interactive Entertainment,2022-07-19,9.99,['Strategy'],https://store.playstation.com/en-us/concept/10005034
Plumber Hero,"['PS4', 'PS5']",4.0,28,Gametry sp. z o. o.,2024-01-26,1.99,['Puzzle'],https://store.playstation.com/en-us/concept/10009785
Beaver Fun,"['PS4', 'PS5']",4.0,19,Smobile,2022-09-09,2.99,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10005833
Halloween Candy Fun,"['PS4', 'PS5']",4.26,23,Smobile,2022-10-07,2.99,"['Casual', 'Arcade']",https://store.playstation.com/en-us/concept/10006106
The Golf G,"['PS4', 'PS5']",3.31,61,Webnetic s. r. o.,2022-12-21,1.49,['Casual'],https://store.playstation.com/en-us/concept/10006357
Make Love Not War 2,['PS4'],3.97,29,Big Way LLC,2024-02-29,2.49,"['Puzzle', 'Adult']",https://store.playstation.com/en-us/concept/10009929
Hidden Paws Mystery,"['PS4', 'PS5']",3.37,43,SILESIA GAMES SP. Z O.O.,2023-02-23,3.99,"['Adventure', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10006135
Sushi Fun,"['PS4', 'PS5']",3.88,16,Smobile,2022-09-30,2.99,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10006043
Why Pizza?,"['PS4', 'PS5']",2.45,11,Evgeniy Kolpakov t/a Sometimes You,2022-06-22,1.49,"['Arcade', 'Unique']",https://store.playstation.com/en-us/concept/10004201
Rock of Ages 3: Make & Break,['PS4'],4.02,2207,Maximum Entertainment,2020-07-21,29.99,"['Driving/Racing', 'Action', 'Strategy']",https://store.playstation.com/en-us/concept/235361
Invasion Of Space,['PS4'],3.88,8,ELANTRI games,2024-03-20,4.99,['Adventure'],https://store.playstation.com/en-us/concept/10010207
Mulaka,['PS4'],4.31,188,DESARROLLOS TECNOLOGICOS Y DE ENTRETENIMIENTO S.A. DE C.V.,2018-02-27,19.99,"['Action', 'Adventure']",https://store.playstation.com/en-us/concept/229211
Lone Survivor: The Director's Cut,['PS4'],4.38,1664,Curve Digital,2014-10-14,9.99,"['Horror', 'Action', 'Adventure']",https://store.playstation.com/en-us/concept/202537
My Night Job,['PS4'],4.02,207,WEBCORE GAMES,2021-06-08,6.99,"['Arcade', 'Action', 'Horror']",https://store.playstation.com/en-us/concept/216581
Junkyard Fury 2,['PS4'],4.0,91,Dhood Gaming LLC,2022-12-01,9.99,['Horror'],https://store.playstation.com/en-us/concept/10005757
Bleep Bloop,['PS4'],3.49,41,ZEROUNO GAMES,2019-11-26,3.99,['Action'],https://store.playstation.com/en-us/concept/234468
Pure Chase 80's,['PS5'],3.75,8,e-llusiontertainment,2022-12-23,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10006412
Retro Highway,"['PS4', 'PS5']",4.3,70,TERNOX,2022-04-24,5.99,"['Arcade', 'Driving/Racing']",https://store.playstation.com/en-us/concept/10004305
Cazzarion: Gunslinger,['PS5'],4.42,12,Armin Unold,2024-04-01,1.99,['Arcade'],https://store.playstation.com/en-us/concept/10010655
UltraGoodness  PS4® & PS5®,"['PS4', 'PS5']",3.67,12,Ratalaika Games SL,2023-07-14,4.99,"['Action', 'Arcade', 'Shooter']",https://store.playstation.com/en-us/concept/10007675
Rock Canvas,"['PS4', 'PS5']",3.58,50,Scout Game Studios Sociedad Anonima,2024-02-02,0.99,"['Arcade', 'Casual', 'Unique']",https://store.playstation.com/en-us/concept/10009756
Classic Snake Adventures,"['PS4', 'PS5']",3.98,47,Crazysoft Limited,2022-02-04,8.99,"['Action', 'Adventure', 'Casual']",https://store.playstation.com/en-us/concept/234598
Crashy Laps,"['PS4', 'PS5']",3.75,8,JanduSoft S.L.,2023-11-30,4.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/10008603
Donut Break Head to Head,['PS4'],4.42,31,Smobile,2020-11-27,4.89,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10001905
"I, Zombie",['PS4'],3.53,277,Awesome Games Studio Sp. z o. o.,2016-11-22,4.49,"['Action', 'Arcade', 'Family']",https://store.playstation.com/en-us/concept/225206
Saint Patricks Day Fun,"['PS4', 'PS5']",4.12,17,Smobile,2022-11-04,2.99,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10006138
Blob Quest,['PS4'],3.67,6,Benoit Varasse trading as Pix Arts,2022-08-26,4.99,['Arcade'],https://store.playstation.com/en-us/concept/10005897
Worms [PS1 Emulation],"['PS4', 'PS5']",3.21,270,Team17 Software Ltd.,2023-06-20,9.99,['Strategy'],https://store.playstation.com/en-us/concept/10004898
Family Mysteries: Poisonous Promises,['PS4'],4.18,161,Artifex Mundi,2020-07-31,0.0,"['Adventure', 'Casual', 'Puzzle']",https://store.playstation.com/en-us/concept/10000935
Undercat,['PS4'],5.0,3,Dmitrii Milovidov trading as OverGamez,2024-05-18,14.99,['Action'],https://store.playstation.com/en-us/concept/10010576
Pinball Heroes,"['PS4', 'PS5']",3.92,306,Sony Interactive Entertainment,2022-12-20,9.99,['Arcade'],https://store.playstation.com/en-us/concept/10005043
GRIDD: Retroenhanced,['PS4'],4.4,20,"Kongregate, Inc",2018-10-23,4.19,"['Arcade', 'Action', 'Shooter']",https://store.playstation.com/en-us/concept/232490
Kero Blaster,['PS4'],4.46,360,PLAYISM,2017-04-11,9.99,"['Action', 'Shooter']",https://store.playstation.com/en-us/concept/222853
Mighty Mage,"['PS4', 'PS5']",4.11,19,Afil Games,2023-06-02,3.99,"['Arcade', 'Action']",https://store.playstation.com/en-us/concept/10007932
The Prisoner of the Night PS4 & PS5,"['PS4', 'PS5']",1.5,2,EastAsiaSoft,2024-05-08,14.99,"['Adventure', 'Action', 'Horror']",https://store.playstation.com/en-us/concept/10004950
Santa's Chimney Quest,['PS4'],4.83,6,Alexander Carparelli,2023-12-01,3.35,['Arcade'],https://store.playstation.com/en-us/concept/10009717
The Pizza Delivery Boy Who Saved the World PS4 & PS5,"['PS4', 'PS5']",3.41,29,Penguin Pop Games LLC,2022-03-23,5.99,"['Adventure', 'Adventure']",https://store.playstation.com/en-us/concept/10004257
Clay Skeet Shooting PS4 & PS5,['PS4'],2.09,45,Benoit Varasse trading as Pix Arts,2022-04-08,4.99,['Shooter'],https://store.playstation.com/en-us/concept/10004981
Re.Surs,['PS4'],4.0,7,Samustai LTD,2023-10-12,7.99,"['Action', 'Shooter']",https://store.playstation.com/en-us/concept/10005457
Turbo Skiddy Racing,['PS4'],3.5,6,Benoit Varasse trading as Pix Arts,2024-02-16,4.99,['Driving/Racing'],https://store.playstation.com/en-us/concept/10010412
Cazzarion: Speed Run,['PS5'],4.36,11,Armin Unold,2024-04-22,1.99,['Arcade'],https://store.playstation.com/en-us/concept/10010799
Donut Break 2 Head to Head,['PS4'],3.53,15,Smobile,2021-10-05,4.89,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10003775
Learn the letters,"['PS4', 'PS5']",3.61,23,Webnetic s. r. o.,2023-03-22,1.49,['Educational'],https://store.playstation.com/en-us/concept/10006556
Pocket Academy ZERO,['PS4'],3.6,15,"KAIROSOFT CO.,LTD",2023-02-22,3.99,"['Simulation', 'Casual', 'Strategy']",https://store.playstation.com/en-us/concept/10002614
The Llama L,"['PS4', 'PS5']",3.9,48,Webnetic s. r. o.,2022-08-24,1.49,['Casual'],https://store.playstation.com/en-us/concept/10005740
Tower Up,['PS4'],3.56,36,THOMAS CLAUS UND FRANK MENZEL,2023-06-22,1.49,"['Arcade', 'Casual']",https://store.playstation.com/en-us/concept/10008709
Hidden Shapes: Animals + Lovely Cats,['PS4'],4.34,53,QUByte Interactive,2022-04-14,3.99,['Puzzle'],https://store.playstation.com/en-us/concept/10004346
Link-a-Pix Deluxe,['PS4'],4.25,77,Lightwood Games,2020-01-07,3.99,[],https://store.playstation.com/en-us/concept/232515
Shivering Stone PS4 & PS5,"['PS4', 'PS5']",3.22,18,EastAsiaSoft,2024-01-05,4.99,"['Casual', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10009327
Space Robinson,['PS4'],3.67,12,ESDigital Games LTD,2022-02-18,6.99,['Shooter'],https://store.playstation.com/en-us/concept/10004554
Don't Fall: aleph,['PS4'],3.9,52,Acyntha,2022-07-23,1.99,"['Unique', 'Action']",https://store.playstation.com/en-us/concept/10005668
fig.,['PS4'],3.25,4,Take IT Studio! Sp. z o.o.,2023-02-28,4.99,"['Arcade', 'Puzzle']",https://store.playstation.com/en-us/concept/10006964
Ratyrinth PS4 & PS5,"['PS4', 'PS5']",4.78,9,EastAsiaSoft,2024-04-24,4.99,"['Action', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10010330
Nexoria: Dungeon Rogue Heroes,"['PS4', 'PS5']",3.67,24,TERNOX,2021-09-22,4.99,"['Arcade', 'Role Playing Games']",https://store.playstation.com/en-us/concept/10003115
Need a Packet?,['PS4'],3.74,31,Evgeniy Kolpakov t/a Sometimes You,2020-07-24,1.74,"['Unique', 'Horror', 'Strategy']",https://store.playstation.com/en-us/concept/234419
Pic-a-Pix Pieces 2,['PS4'],4.5,20,Lightwood Games,2020-06-30,3.99,"['Brain Training', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/10000286
SAOMI,['PS4'],3.05,21,QUByte Interactive,2022-09-15,3.99,['Action'],https://store.playstation.com/en-us/concept/10005179
The Squash P,"['PS4', 'PS5']",3.88,40,Webnetic s. r. o.,2022-12-03,1.49,['Unique'],https://store.playstation.com/en-us/concept/10006367
Borzoi Adventure,"['PS4', 'PS5']",3.39,18,Gametry sp. z o. o.,2024-02-09,3.99,['Arcade'],https://store.playstation.com/en-us/concept/10009991
Final Horizon,['PS4'],4.07,480,Eiconic Limited,2014-12-02,12.99,"['Strategy', 'Strategy', 'Action']",https://store.playstation.com/en-us/concept/201550
Sharknado VR: Eye of the Storm,['PS4'],3.07,30,AUTUMN VR,2020-04-08,3.99,['Shooter'],https://store.playstation.com/en-us/concept/232970
Funny Alphabet,"['PS4', 'PS5']",4.12,26,Webnetic s. r. o.,2023-06-14,1.49,['Quiz'],https://store.playstation.com/en-us/concept/10006577
It came from space and ate our brains,['PS4'],4.14,37,All in! Games S.A.,2020-01-28,1.49,"['Arcade', 'Shooter', 'Action']",https://store.playstation.com/en-us/concept/221729
Road to Guangdong,['PS4'],3.27,49,Excalibur Games,2020-08-28,19.99,"['Adventure', 'Simulation']",https://store.playstation.com/en-us/concept/10000757
Listeria Wars,['PS4'],4.38,13,Mikhail Rublev,2023-12-13,4.99,"['Strategy', 'Simulation']",https://store.playstation.com/en-us/concept/10008085
Shooting Blocks,"['PS4', 'PS5']",4.09,23,Webnetic s. r. o.,2023-12-27,1.49,['Adventure'],https://store.playstation.com/en-us/concept/10006588
Starry Nights : Helix,['PS4'],3.29,117,"CFK Co., Ltd.",2017-02-17,3.99,[],https://store.playstation.com/en-us/concept/225380
The Gem Collector,['PS4'],3.67,45,TreeFall Studios L.L.C.,2021-07-20,2.99,"['Adventure', 'Puzzle']",https://store.playstation.com/en-us/concept/10003181
Western Slot Machine,"['PS4', 'PS5']",3.56,54,Dolores Entertainment S.L.,2023-12-15,3.99,['Adult'],https://store.playstation.com/en-us/concept/10009698
Toren,['PS4'],3.82,1996,"VERSUS EVIL, LLC.",2015-05-12,9.99,['Adventure'],https://store.playstation.com/en-us/concept/205047
Bowling - Breakthrough Gaming Arcade,['PS4'],3.69,116,Breakthrough Gaming LLC,2021-11-07,0.99,"['Arcade', 'Sport']",https://store.playstation.com/en-us/concept/10003656
One Word by POWGI,['PS4'],4.19,143,Lightwood Games,2018-12-18,3.99,"['Casual', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/232952
Pic-a-Pix Color 2,['PS4'],4.4,20,Lightwood Games,2019-07-09,3.99,"['Casual', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/234671
Wordsweeper by POWGI,['PS4'],4.5,56,Lightwood Games,2019-08-06,3.99,"['Casual', 'Family', 'Puzzle']",https://store.playstation.com/en-us/concept/234053
The Skylia Prophecy,['PS4'],3.15,53,7 RAVEN STUDIOS CO. LTD.,2021-04-23,6.99,"['Adventure', 'Action']",https://store.playstation.com/en-us/concept/10002459
Bibi & Tina – New adventures with horses,"['PS4', 'PS5']",3.47,19,Markt+Technik Verlag GmbH,2022-04-15,3.99,"['Family', 'Simulation', 'Sport']",https://store.playstation.com/en-us/concept/10003639
Railway Islands - Puzzle,['PS4'],4.57,51,QUByte Interactive,2023-03-02,3.99,['Puzzle'],https://store.playstation.com/en-us/concept/10005585
M.A.C.E. Tower Defense,['PS4'],3.76,127,THOMAS CLAUS UND FRANK MENZEL,2021-05-14,1.19,['Strategy'],https://store.playstation.com/en-us/concept/10002950
Pirates Pinball,"['PS4', 'PS5']",4.05,19,"SUPER POWERUP GAMES, SOCIEDAD LIMITADA",2022-04-15,1.79,['Arcade'],https://store.playstation.com/en-us/concept/10004908
Wild Turkey Hunter VR,['PS4'],2.77,35,PSR Outdoors,2018-08-03,9.99,"['Action', 'Adventure', 'Sport']",https://store.playstation.com/en-us/concept/232908
Oh...Sir! The Insult Simulator,['PS4'],3.99,496,Vile Monarch Sp. z o. o. Sp. k.,2017-05-30,2.99,[],https://store.playstation.com/en-us/concept/228414
Train Station Simulator,['PS5'],2.33,12,FrameLineNetwork Kft.,2021-12-17,1.99,['Simulator'],https://store.playstation.com/en-us/concept/10004031
Monster Dynamite,['PS4'],1.83,6,Markt+Technik Verlag GmbH,2019-04-02,3.99,"['Action', 'Brain Training', 'Casual']",https://store.playstation.com/en-us/concept/232941
Weben Blocks 2,"['PS4', 'PS5']",4.04,48,Webnetic s. r. o.,2022-08-10,1.49,['Brain Training'],https://store.playstation.com/en-us/concept/10005603
Lydia,['PS4'],4.02,162,Nakana sp. z o.o.,2021-10-01,2.99,"['Unique', 'Adventure']",https://store.playstation.com/en-us/concept/10003692
